,Time,Depth,Radius,Energy,Star_Stability,Temperature
486,22.79020351,618.0,2.57,39.790000000000006,4.372,5482.0
487,13.26079792,199.0,1.4649999999999999,81.915,4.372,5482.0
488,127.8334997,1830.0,9.170000000000002,22.03,4.0104999999999995,6498.5
489,10.21864532,445.0,2.54,222.11499999999998,4.331,6089.5
490,15.573637,468.0,3.21,126.57,4.331,6089.5
491,40.1015561,550.0,3.1950000000000003,35.86,4.331,6089.5
492,4.45814897,188.0,1.76,671.855,4.331,6089.5
493,6.230335,1450.0,3.915,162.89000000000001,4.494000000000001,5467.5
494,12.49340725,716.0,2.2350000000000003,43.980000000000004,4.5455000000000005,5207.0
495,6.62643441,815.0,2.635,165.19,4.487,5612.0
496,3.70122061,327.0,1.675,359.615,4.487,5612.0
497,6.247030799,1500.0,1.87,16.3,4.7700000000000005,3817.0
498,13.73474071,746.0,2.71,39.995,4.532,5203.5
499,14.55387488,320.0,3.4450000000000003,192.35500000000002,4.1905,6137.0
500,81.0637895,476.0,3.0599999999999996,17.475,4.2435,6185.5
501,24.8056775,624.0,2.16,29.124999999999996,4.4675,5606.0
502,13.02493307,778.0,2.885,91.94999999999999,4.369,5663.0
503,44.3471936,792.0,2.45,13.415,4.4675,5606.0
504,13.6396648,163.0,1.1,64.6,4.4675,5606.0
505,1.922799706,260.0,1.31,540.34,4.534000000000001,5188.5
506,3.222975318,233.0,1.565,683.105,4.3835,5814.5
507,42.0370662,267.0,1.765,22.21,4.3835,5814.5
508,4.16811839,263.0,2.235,637.945,4.229,5689.0
509,5.82348911,889.0,3.295,253.41,4.454,5765.5
510,8.75059775,882.0,2.3200000000000003,55.04,4.5715,4942.0
511,7.13969705,513.0,2.435,262.49,4.414,6003.5
512,18.75470238,995.0,1.645,5.085,4.7275,3967.0
513,11.30123036,277.0,1.875,132.20999999999998,4.34,5730.0
514,4.24153629,188.0,1.495,542.0150000000001,4.34,5784.5
515,17.32419108,241.0,2.9850000000000003,198.47,4.035,5974.0
516,14.37457572,336.0,1.9649999999999999,93.395,4.363499999999999,5768.0
517,9.65188331,103.0,1.09,158.77999999999997,4.363499999999999,5768.0
518,49.4781446,497.0,2.0549999999999997,13.584999999999999,4.4735000000000005,5767.5
519,30.8639476,257.0,3.025,73.715,4.0809999999999995,5977.0
520,2.403640701,74.9,1.255,1251.745,4.315,5875.0
521,4.51436096,231.0,1.875,586.65,4.306,5936.0
522,8.18182189,300.0,1.8650000000000002,260.235,4.3815,6205.0
523,13.32389352,781.0,1.22,5.32,4.8225,3751.0
524,4.919584997,426.0,2.9299999999999997,766.9449999999999,4.240500000000001,6229.5
526,11.36113254,570.0,2.885,180.645,4.3759999999999994,6233.0
527,14.53410833,511.0,1.35,7.234999999999999,4.705,3949.0
528,33.0063185,278.0,2.975,83.99,4.035,5974.0
529,11.13127159,211.0,2.04,202.33499999999998,4.2215,5794.0
530,29.6193891,315.0,1.7650000000000001,28.505,4.401,5623.5
531,8.925079516,978.0,2.4,38.885,4.609999999999999,4728.0
532,8.0922105,65.3,1.38,330.795,4.17,5785.5
533,22.687155,960.0,3.2,43.83500000000001,4.369,5663.0
534,4.48758768,112.0,1.35,699.595,4.255000000000001,6054.0
